target,fn,inf_all,inf_stack,inf_WC,inf_nWC,sns_WC,ppv_WC,sns_nWC,ppv_nWC
28SR.pdb.outCR,28SR_22.pdb.outCR,0.926,0.935,0.926,0.894,0.857,1.000,1.000,0.800
28SR.pdb.outCR,28SR_26.pdb.outCR,0.971,0.958,1.000,1.000,1.000,1.000,1.000,1.000
28SR.pdb.outCR,28SR_2.pdb.outCR,0.850,0.875,0.655,1.000,0.429,1.000,1.000,1.000
28SR.pdb.outCR,28SR_20.pdb.outCR,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
28SR.pdb.outCR,28SR_28.pdb.outCR,0.971,0.958,1.000,1.000,1.000,1.000,1.000,1.000
28SR.pdb.outCR,28SR_11.pdb.outCR,0.926,0.936,0.845,1.000,0.714,1.000,1.000,1.000
28SR.pdb.outCR,28SR_17.pdb.outCR,0.973,0.961,1.000,1.000,1.000,1.000,1.000,1.000
28SR.pdb.outCR,28SR_33.pdb.outCR,0.926,0.936,0.845,1.000,0.714,1.000,1.000,1.000
28SR.pdb.outCR,28SR_31.pdb.outCR,0.914,0.943,0.845,0.866,0.714,1.000,0.750,1.000
28SR.pdb.outCR,28SR_37.pdb.outCR,0.895,0.936,0.756,0.866,0.571,1.000,0.750,1.000
28SR.pdb.outCR,28SR_24.pdb.outCR,0.941,0.957,0.845,1.000,0.714,1.000,1.000,1.000
28SR.pdb.outCR,28SR_13.pdb.outCR,0.957,0.936,1.000,1.000,1.000,1.000,1.000,1.000
28SR.pdb.outCR,28SR_19.pdb.outCR,0.958,0.961,0.926,1.000,0.857,1.000,1.000,1.000
28SR.pdb.outCR,28SR_35.pdb.outCR,0.930,0.943,0.845,1.000,0.714,1.000,1.000,1.000
28SR.pdb.outCR,28SR_15.pdb.outCR,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
28SR.pdb.outCR,28SR_100.pdb.outCR,0.971,0.980,0.926,1.000,0.857,1.000,1.000,1.000
28SR.pdb.outCR,28SR_36.pdb.outCR,0.879,0.936,0.655,0.866,0.429,1.000,0.750,1.000
28SR.pdb.outCR,28SR_23.pdb.outCR,0.956,0.979,0.926,0.866,0.857,1.000,0.750,1.000
28SR.pdb.outCR,28SR_21.pdb.outCR,0.945,0.943,0.926,1.000,0.857,1.000,1.000,1.000
28SR.pdb.outCR,28SR_32.pdb.outCR,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
28SR.pdb.outCR,28SR_10.pdb.outCR,0.896,0.917,0.845,0.866,0.714,1.000,0.750,1.000
