target,fn,inf_all,inf_stack,inf_WC,inf_nWC,sns_WC,ppv_WC,sns_nWC,ppv_nWC
2LBJ.pdb.outCR,2LBJ_22.pdb.outCR,0.724,0.802,0.408,1.000,0.167,1.000,1.000,1.000
2LBJ.pdb.outCR,2LBJ_26.pdb.outCR,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
2LBJ.pdb.outCR,2LBJ_28.pdb.outCR,0.900,0.886,0.913,1.000,0.833,1.000,1.000,1.000
2LBJ.pdb.outCR,2LBJ_19.pdb.outCR,0.873,0.886,0.816,1.000,0.667,1.000,1.000,1.000
2LBJ.pdb.outCR,2LBJ_2.pdb.outCR,0.658,0.756,0.577,0.000,0.333,1.000,0.000,0.000
2LBJ.pdb.outCR,2LBJ_100.pdb.outCR,0.874,0.964,0.612,1.000,0.500,0.750,1.000,1.000
2LBJ.pdb.outCR,2LBJ_11.pdb.outCR,0.873,0.886,0.816,1.000,0.667,1.000,1.000,1.000
2LBJ.pdb.outCR,2LBJ_20.pdb.outCR,0.977,1.000,1.000,0.707,1.000,1.000,1.000,0.500
2LBJ.pdb.outCR,2LBJ_31.pdb.outCR,0.926,0.926,1.000,0.000,1.000,1.000,0.000,0.000
2LBJ.pdb.outCR,2LBJ_17.pdb.outCR,0.951,0.964,0.913,1.000,0.833,1.000,1.000,1.000
2LBJ.pdb.outCR,2LBJ_33.pdb.outCR,0.926,0.964,0.816,1.000,0.667,1.000,1.000,1.000
2LBJ.pdb.outCR,2LBJ_24.pdb.outCR,0.873,0.926,0.707,1.000,0.500,1.000,1.000,1.000
2LBJ.pdb.outCR,2LBJ_13.pdb.outCR,0.818,0.886,0.707,0.707,0.500,1.000,1.000,0.500
2LBJ.pdb.outCR,2LBJ_15.pdb.outCR,0.977,1.000,1.000,0.707,1.000,1.000,1.000,0.500
2LBJ.pdb.outCR,2LBJ_35.pdb.outCR,0.789,0.886,0.577,0.707,0.333,1.000,1.000,0.500
2LBJ.pdb.outCR,2LBJ_37.pdb.outCR,0.823,0.929,0.577,0.707,0.333,1.000,1.000,0.500
2LBJ.pdb.outCR,2LBJ_27.pdb.outCR,0.845,0.964,0.408,1.000,0.167,1.000,1.000,1.000
2LBJ.pdb.outCR,2LBJ_23.pdb.outCR,0.816,0.802,0.913,0.000,0.833,1.000,0.000,0.000
