id model inf_all
2K66 1 0.984
2K66 2 0.783
2K66 3 0.951
2K66 4 0.72
2K66 5 0.918
2K66 6 0.951
2K66 7 0.742
2K66 8 0.899
2K66 9 0.672
2K66 10 0.862
2K66 11 0.862
2K66 12 0.88
2K66 13 0.783
2K66 14 0.898
2K66 15 1
2K66 16 0.934
2K66 17 0.826
2K66 18 0.968
2K66 19 0.842
2K66 20 0.984
2K66 21 0.898
2K66 22 0.718
2K66 23 0.862
2K66 24 0.823
2K66 25 0.95
2K66 26 0.95
2K66 27 0.718
2K66 28 1
2K66 29 1
2K66 30 0.881
2K66 31 0.899
2K66 32 0.898
2K66 33 0.916
2K66 34 0.951
2K66 35 0.843
2K66 36 0.88
2K66 37 0.763
2K66 38 0.824
2K66 39 0.933
2K66 40 0.862
2K66 41 1
2K66 42 1
2K66 43 0.933
2K66 44 0.984
2K66 45 1
2K66 46 0.742
2K66 47 0.804
2K66 48 0.898
2K66 49 1
2K66 50 1
2K66 51 0.882
2K66 52 0.674
2K66 53 0.968
2K66 54 0.804
2K66 55 0.742
2K66 56 0.804
2K66 57 0.862
2K66 58 0.88
2K66 59 0.843
2K66 60 0.916
2K66 61 0.916
2K66 62 1
2K66 63 0.824
2K66 64 1
2K66 65 0.916
2K66 66 0.916
2K66 67 0.984
2K66 68 0.984
2K66 69 0.968
2K66 70 0.845
2K66 71 0.718
2K66 72 0.899
2K66 73 0.762
2K66 74 0.824
2K66 75 1
2K66 76 0.842
2K66 77 0.898
2K66 78 0.742
2K66 79 0.843
2K66 80 0.88
2K66 81 1
2K66 82 1
2K66 83 1
2K66 84 0.763
2K66 85 0.984
2K66 86 1
2K66 87 0.742
2K66 88 1
2K66 89 0.953
2K66 90 1
2K66 91 1
2K66 92 0.899
2K66 93 0.83
2K66 94 0.803
2K66 95 0.861
2K66 96 0.934
2K66 97 0.984
2K66 98 0.968
2K66 99 1
2K66 100 0.804
