target,fn,inf_all,inf_stack,inf_WC,inf_nWC,sns_WC,ppv_WC,sns_nWC,ppv_nWC
2N6T.pdb.outCR,2N6T_31.pdb.outCR,0.958,0.953,1.000,0.866,1.000,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_17.pdb.outCR,0.958,0.954,1.000,0.866,1.000,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_100.pdb.outCR,0.936,0.922,1.000,0.866,1.000,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_35.pdb.outCR,0.947,0.953,0.957,0.866,0.917,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_24.pdb.outCR,0.958,0.953,1.000,0.866,1.000,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_13.pdb.outCR,0.936,0.907,1.000,1.000,1.000,1.000,1.000,1.000
2N6T.pdb.outCR,2N6T_20.pdb.outCR,0.990,1.000,1.000,0.866,1.000,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_28.pdb.outCR,0.979,0.969,1.000,1.000,1.000,1.000,1.000,1.000
2N6T.pdb.outCR,2N6T_36.pdb.outCR,0.979,0.969,1.000,1.000,1.000,1.000,1.000,1.000
2N6T.pdb.outCR,2N6T_32.pdb.outCR,0.979,0.969,1.000,1.000,1.000,1.000,1.000,1.000
2N6T.pdb.outCR,2N6T_18.pdb.outCR,0.958,0.938,1.000,1.000,1.000,1.000,1.000,1.000
2N6T.pdb.outCR,2N6T_14.pdb.outCR,0.958,0.938,1.000,1.000,1.000,1.000,1.000,1.000
2N6T.pdb.outCR,2N6T_21.pdb.outCR,0.957,0.953,0.957,1.000,0.917,1.000,1.000,1.000
2N6T.pdb.outCR,2N6T_25.pdb.outCR,0.990,1.000,1.000,0.866,1.000,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_10.pdb.outCR,0.968,0.969,1.000,0.866,1.000,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_29.pdb.outCR,0.990,1.000,1.000,0.866,1.000,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_19.pdb.outCR,0.936,0.922,1.000,0.866,1.000,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_33.pdb.outCR,0.958,0.953,1.000,0.866,1.000,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_37.pdb.outCR,0.925,0.922,0.957,0.866,0.917,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_26.pdb.outCR,0.990,1.000,1.000,0.866,1.000,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_22.pdb.outCR,0.958,0.939,1.000,1.000,1.000,1.000,1.000,1.000
2N6T.pdb.outCR,2N6T_11.pdb.outCR,0.958,0.954,0.957,1.000,0.917,1.000,1.000,1.000
2N6T.pdb.outCR,2N6T_2.pdb.outCR,0.947,0.969,0.913,0.866,0.833,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_15.pdb.outCR,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
2N6T.pdb.outCR,2N6T_1.pdb.outCR,0.990,1.000,1.000,0.866,1.000,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_38.pdb.outCR,0.936,0.921,1.000,0.866,1.000,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_23.pdb.outCR,0.958,0.954,1.000,0.866,1.000,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_34.pdb.outCR,0.958,0.953,1.000,0.866,1.000,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_27.pdb.outCR,0.968,0.954,1.000,1.000,1.000,1.000,1.000,1.000
2N6T.pdb.outCR,2N6T_12.pdb.outCR,0.947,0.937,1.000,0.866,1.000,1.000,1.000,0.750
2N6T.pdb.outCR,2N6T_30.pdb.outCR,0.968,0.969,1.000,0.866,1.000,1.000,1.000,0.750
