target,fn,inf_all,inf_stack,inf_WC,inf_nWC,sns_WC,ppv_WC,sns_nWC,ppv_nWC
5A17.pdb.outCR,1XHP_20.pdb.outCR,0.766,0.704,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_31.pdb.outCR,0.748,0.680,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_100.pdb.outCR,0.748,0.704,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_35.pdb.outCR,0.740,0.669,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_28.pdb.outCR,0.757,0.692,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_17.pdb.outCR,0.750,0.704,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_13.pdb.outCR,0.740,0.669,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_24.pdb.outCR,0.760,0.717,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_32.pdb.outCR,0.741,0.692,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_10.pdb.outCR,0.733,0.656,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_21.pdb.outCR,0.740,0.693,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_36.pdb.outCR,0.700,0.634,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_18.pdb.outCR,0.766,0.704,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_29.pdb.outCR,0.797,0.752,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_14.pdb.outCR,0.791,0.741,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_25.pdb.outCR,0.775,0.741,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_33.pdb.outCR,0.733,0.680,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_11.pdb.outCR,0.700,0.680,0.717,0.866,0.600,0.857,1.000,0.750
5A17.pdb.outCR,1XHP_22.pdb.outCR,0.733,0.704,0.843,0.667,0.800,0.889,0.667,0.667
5A17.pdb.outCR,1XHP_37.pdb.outCR,0.734,0.704,0.783,0.866,0.700,0.875,1.000,0.750
5A17.pdb.outCR,1XHP_19.pdb.outCR,0.772,0.716,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_2.pdb.outCR,0.716,0.659,0.900,0.667,0.900,0.900,0.667,0.667
5A17.pdb.outCR,1XHP_15.pdb.outCR,0.766,0.704,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_26.pdb.outCR,0.757,0.692,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_34.pdb.outCR,0.748,0.680,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_12.pdb.outCR,0.748,0.680,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_23.pdb.outCR,0.750,0.704,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_38.pdb.outCR,0.741,0.716,0.783,0.866,0.700,0.875,1.000,0.750
5A17.pdb.outCR,1XHP_30.pdb.outCR,0.740,0.669,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_1.pdb.outCR,0.757,0.692,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_16.pdb.outCR,0.775,0.741,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_27.pdb.outCR,0.757,0.716,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_39.pdb.outCR,0.750,0.704,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_42.pdb.outCR,0.775,0.717,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_46.pdb.outCR,0.781,0.728,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_4.pdb.outCR,0.700,0.634,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_53.pdb.outCR,0.772,0.716,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_57.pdb.outCR,0.724,0.669,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_60.pdb.outCR,0.764,0.704,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_64.pdb.outCR,0.766,0.704,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_3.pdb.outCR,0.781,0.728,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_43.pdb.outCR,0.741,0.692,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_47.pdb.outCR,0.781,0.728,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_50.pdb.outCR,0.775,0.741,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_54.pdb.outCR,0.781,0.728,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_58.pdb.outCR,0.724,0.669,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_61.pdb.outCR,0.772,0.716,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_65.pdb.outCR,0.757,0.716,0.843,0.866,0.800,0.889,1.000,0.750
5A17.pdb.outCR,1XHP_40.pdb.outCR,0.764,0.704,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_44.pdb.outCR,0.791,0.741,0.900,0.866,0.900,0.900,1.000,0.750
5A17.pdb.outCR,1XHP_48.pdb.outCR,0.747,0.683,0.900,0.866,0.900,0.900,1.000,0.750
