target,fn,inf_all,inf_stack,inf_WC,inf_nWC,sns_WC,ppv_WC,sns_nWC,ppv_nWC
2MNC.pdb.outCR,2MNC_100.pdb.outCR,0.820,0.894,0.775,0.000,0.600,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_35.pdb.outCR,0.894,0.949,0.775,0.000,0.600,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_24.pdb.outCR,0.745,0.783,0.775,0.000,0.600,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_17.pdb.outCR,0.683,0.775,0.447,0.000,0.200,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_28.pdb.outCR,0.778,0.894,0.632,0.000,0.400,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_13.pdb.outCR,0.778,0.900,0.447,0.000,0.200,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_31.pdb.outCR,0.820,0.900,0.632,0.000,0.400,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_20.pdb.outCR,1.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_36.pdb.outCR,0.683,0.775,0.447,0.000,0.200,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_10.pdb.outCR,0.639,0.645,0.632,0.000,0.400,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_18.pdb.outCR,0.933,0.900,1.000,0.000,1.000,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_21.pdb.outCR,0.689,0.707,0.775,0.000,0.600,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_29.pdb.outCR,1.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_25.pdb.outCR,0.931,0.949,0.894,0.000,0.800,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_32.pdb.outCR,0.966,0.949,1.000,0.000,1.000,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_14.pdb.outCR,0.820,0.843,0.775,0.000,0.600,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_11.pdb.outCR,0.516,0.548,0.447,0.000,0.200,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_37.pdb.outCR,0.730,0.837,0.447,0.000,0.200,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_15.pdb.outCR,1.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_19.pdb.outCR,0.859,0.900,0.775,0.000,0.600,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_22.pdb.outCR,0.258,0.365,0.000,0.000,0.000,0.000,0.000,0.000
2MNC.pdb.outCR,2MNC_33.pdb.outCR,0.689,0.717,0.632,0.000,0.400,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_26.pdb.outCR,0.931,0.949,0.894,0.000,0.800,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_2.pdb.outCR,0.689,0.783,0.447,0.000,0.200,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_12.pdb.outCR,0.775,0.894,0.447,0.000,0.200,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_38.pdb.outCR,0.778,0.783,0.775,0.000,0.600,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_16.pdb.outCR,0.933,0.949,0.913,0.000,1.000,0.833,0.000,0.000
2MNC.pdb.outCR,2MNC_1.pdb.outCR,1.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_30.pdb.outCR,0.775,0.894,0.447,0.000,0.200,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_34.pdb.outCR,0.859,0.783,1.000,0.000,1.000,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_23.pdb.outCR,0.701,0.800,0.447,0.000,0.200,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_27.pdb.outCR,0.816,0.837,0.775,0.000,0.600,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_39.pdb.outCR,0.966,1.000,0.894,0.000,0.800,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_42.pdb.outCR,1.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_46.pdb.outCR,0.730,0.837,0.447,0.000,0.200,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_64.pdb.outCR,1.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_57.pdb.outCR,0.683,0.707,0.632,0.000,0.400,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_4.pdb.outCR,0.856,0.949,0.632,0.000,0.400,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_53.pdb.outCR,0.931,1.000,0.775,0.000,0.600,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_60.pdb.outCR,0.931,1.000,0.775,0.000,0.600,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_3.pdb.outCR,0.968,0.953,1.000,0.000,1.000,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_43.pdb.outCR,0.856,0.837,0.894,0.000,0.800,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_65.pdb.outCR,0.778,0.837,0.775,0.000,0.600,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_47.pdb.outCR,0.816,0.837,0.775,0.000,0.600,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_54.pdb.outCR,0.632,0.707,0.447,0.000,0.200,1.000,0.000,0.000
2MNC.pdb.outCR,2MNC_50.pdb.outCR,1.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000
